age,gender,sleep_hours,daily_steps,exercise_minutes_week,water_intake_liters,stress_level,nutrition_quality,screen_time_hours,wellbeing_score
36 to 50,Male,5,5,207,3.83,2,2,8,748.5
Less than 20,Female,8,5,296,2.53,2,1,5,681.1
51 or more,Male,6,3,34,3.68,2,3,2,605.5
21 to 35,Male,7,10,231,2.69,3,4,2,734.6
36 to 50,Male,9,5,146,3.39,5,2,9,611.6
51 or more,Male,6,2,261,3.46,0,3,8,707.3
51 or more,Female,6,3,113,3.4,3,3,5,581.7
36 to 50,Female,5,4,118,3.1,2,3,7,634.4
21 to 35,Female,8,8,256,3.88,4,4,4,725.9
51 or more,Female,7,5,140,3.82,4,5,5,689.4
21 to 35,Female,8,8,41,2.26,0,2,4,646.0
21 to 35,Female,7,10,56,3.24,1,5,7,738.0
51 or more,Male,8,10,134,3.16,1,5,4,765.4
21 to 35,Male,6,5,115,2.0,2,3,9,624.6
36 to 50,Male,6,4,185,2.16,3,1,9,665.2
51 or more,Female,7,10,228,2.28,2,5,5,734.6
51 or more,Female,7,4,166,2.33,2,5,2,648.4
51 or more,Male,2,10,60,3.64,3,2,6,650.3
36 to 50,Female,7,4,193,3.39,5,1,3,650.1
21 to 35,Female,7,1,142,3.52,2,3,6,641.0
21 to 35,Male,7,4,287,3.78,3,1,2,639.9
21 to 35,Female,7,5,230,2.79,4,1,3,635.0
21 to 35,Female,8,8,30,3.59,1,5,8,686.8
21 to 35,Female,7,6,240,3.24,4,5,8,628.4
Less than 20,Female,8,7,294,2.66,4,2,7,647.5
36 to 50,Female,6,1,217,1.98,4,1,7,571.1
36 to 50,Male,7,2,270,2.58,2,2,5,600.4
21 to 35,Female,8,3,222,2.02,4,4,8,621.2
21 to 35,Female,7,5,139,2.22,5,2,6,607.8
36 to 50,Male,8,5,140,2.21,5,3,9,721.9
21 to 35,Female,7,7,94,3.4,2,5,4,713.6
36 to 50,Female,6,5,94,2.77,3,2,2,699.4
36 to 50,Female,5,10,264,3.48,3,2,2,640.7
Less than 20,Female,9,7,124,3.69,3,2,7,664.7
36 to 50,Male,8,9,226,3.03,2,2,2,693.8
21 to 35,Female,8,5,225,2.52,3,4,7,657.3
21 to 35,Female,5,10,67,3.64,1,2,6,724.0
21 to 35,Female,5,10,68,2.92,1,2,4,724.0
21 to 35,Male,4,7,178,3.64,5,2,6,622.9
21 to 35,Female,9,8,193,2.16,4,5,4,673.4
51 or more,Female,7,7,249,2.91,2,4,3,737.4
36 to 50,Female,7,1,72,2.03,5,1,5,567.9
51 or more,Male,8,3,267,3.25,2,5,7,687.5
51 or more,Female,7,7,192,2.97,2,5,9,676.2
Less than 20,Male,5,4,136,2.89,3,1,2,656.5
36 to 50,Female,7,6,134,3.1,1,4,4,710.0
51 or more,Male,7,7,98,2.44,4,0,6,657.5
36 to 50,Female,8,10,138,1.98,1,5,7,787.5
21 to 35,Male,8,10,209,3.52,2,2,8,643.0
36 to 50,Female,8,6,161,2.46,2,1,7,594.6
51 or more,Female,7,10,36,3.97,5,3,9,683.6
51 or more,Female,8,5,178,2.7,5,3,7,665.8
51 or more,Female,8,5,214,2.73,5,3,6,657.3
36 to 50,Male,8,2,185,3.19,3,2,2,636.3
36 to 50,Female,8,8,274,3.17,1,4,2,671.5
21 to 35,Female,6,1,67,1.95,5,2,9,630.6
51 or more,Female,9,6,144,2.18,0,2,2,606.7
36 to 50,Female,7,8,148,2.08,1,5,3,683.2
21 to 35,Female,7,10,161,1.63,4,5,5,697.2
21 to 35,Female,8,6,85,1.56,3,1,7,683.0
21 to 35,Male,7,9,149,3.11,2,3,4,663.0
21 to 35,Female,10,1,79,2.75,5,2,2,605.9
Less than 20,Male,7,10,111,3.74,4,0,4,704.0
21 to 35,Female,8,3,78,2.25,2,1,6,684.1
36 to 50,Female,6,8,77,3.47,3,4,5,706.8
51 or more,Male,7,5,163,1.76,1,1,5,648.6
36 to 50,Female,7,6,267,3.54,2,2,4,713.4
21 to 35,Female,8,6,202,3.8,4,1,8,667.7
51 or more,Female,8,10,174,3.07,0,5,6,734.8
21 to 35,Male,8,3,216,3.34,0,1,9,612.7
36 to 50,Male,4,1,149,3.97,1,3,6,609.8
36 to 50,Female,7,3,213,2.45,2,4,3,695.8
36 to 50,Female,8,1,108,1.57,3,3,7,656.5
51 or more,Male,8,6,192,3.21,2,1,2,645.6
51 or more,Female,6,9,37,1.53,5,3,6,615.2
21 to 35,Female,7,8,128,2.92,2,3,2,656.0
21 to 35,Female,6,8,56,2.99,2,3,2,691.5
21 to 35,Male,7,4,233,2.96,3,3,8,646.7
21 to 35,Female,8,5,189,1.91,5,1,8,608.0
36 to 50,Male,5,6,207,1.69,2,2,8,656.9
51 or more,Female,9,7,221,3.77,3,4,4,669.8
36 to 50,Female,6,9,69,2.85,5,3,7,647.5
51 or more,Female,9,10,265,2.31,2,5,2,706.1
21 to 35,Male,6,7,62,3.43,2,3,4,653.9
36 to 50,Female,7,10,58,3.8,3,5,8,724.4
51 or more,Female,7,10,62,2.51,3,5,9,722.7
21 to 35,Female,8,3,129,1.75,4,3,5,622.9
36 to 50,Male,6,10,174,3.23,2,1,6,600.1
51 or more,Female,7,7,94,3.77,1,5,8,720.4
36 to 50,Female,7,9,151,3.95,2,0,4,625.6
51 or more,Female,6,3,72,3.53,5,2,3,624.2
21 to 35,Female,6,5,238,2.17,2,3,4,636.5
51 or more,Female,6,10,259,2.4,3,5,2,720.8
36 to 50,Female,4,8,156,1.84,3,3,9,675.8
21 to 35,Male,3,4,215,3.28,3,3,9,635.7
21 to 35,Male,8,8,266,1.92,1,5,8,731.0
21 to 35,Male,9,5,120,2.58,1,1,3,701.7
21 to 35,Female,8,5,72,2.83,3,2,7,655.6
36 to 50,Male,7,5,75,2.46,2,3,2,597.6
Less than 20,Female,6,2,54,1.87,3,1,3,598.5
21 to 35,Female,7,6,224,2.22,4,2,4,689.6
Less than 20,Male,7,2,128,3.08,3,3,2,670.1
36 to 50,Female,6,1,285,3.32,3,3,4,606.8
36 to 50,Male,8,3,275,3.04,3,4,6,660.3
21 to 35,Male,9,10,195,3.91,1,3,7,750.3
21 to 35,Female,10,4,286,3.03,5,3,3,655.8
36 to 50,Female,8,3,218,2.06,1,5,8,680.7
21 to 35,Male,8,4,215,2.73,4,0,5,641.8
Less than 20,Female,8,10,211,3.59,4,3,7,673.6
36 to 50,Female,7,9,256,2.31,3,5,5,720.8
36 to 50,Female,6,4,63,3.34,4,1,4,675.4
21 to 35,Male,8,10,236,3.46,1,2,3,668.5
21 to 35,Female,5,6,73,3.83,2,3,3,702.8
Less than 20,Female,9,5,274,2.5,5,5,9,740.8
36 to 50,Male,7,10,283,2.15,2,4,4,749.9
36 to 50,Female,6,3,138,2.77,2,2,5,682.0
21 to 35,Female,8,8,143,3.98,4,3,7,663.0
51 or more,Male,7,5,266,3.76,4,2,6,619.7
51 or more,Male,6,5,58,2.21,1,5,7,694.3
51 or more,Female,8,10,251,1.99,2,5,5,694.0
21 to 35,Female,9,10,271,2.69,3,3,2,575.2
36 to 50,Female,7,1,126,1.91,5,0,5,530.5
21 to 35,Female,7,1,292,3.4,5,3,2,583.2
21 to 35,Female,8,5,36,1.59,1,3,2,684.5
36 to 50,Female,7,2,234,2.06,5,3,9,622.5
21 to 35,Male,5,3,213,1.55,4,4,9,647.8
51 or more,Female,6,3,87,2.07,3,3,6,682.0
21 to 35,Male,4,9,140,1.63,5,2,6,625.0
51 or more,Female,7,8,215,3.18,2,4,7,691.7
21 to 35,Female,7,8,160,2.93,4,3,5,659.4
51 or more,Female,6,4,118,2.03,2,2,7,612.5
51 or more,Female,7,4,147,2.01,4,3,8,677.3
36 to 50,Male,6,3,286,2.23,5,1,9,663.3
21 to 35,Female,8,1,139,3.5,2,1,8,593.6
21 to 35,Female,7,6,96,1.88,2,2,4,664.1
36 to 50,Male,8,3,177,1.8,1,5,5,631.4
51 or more,Female,7,3,249,2.77,3,5,8,632.9
36 to 50,Female,6,9,243,3.66,1,3,6,718.9
21 to 35,Male,9,10,91,2.06,4,3,7,668.7
51 or more,Female,7,6,85,1.77,1,5,2,711.7
21 to 35,Female,9,7,125,2.73,4,0,8,654.5
51 or more,Male,4,1,175,3.33,0,1,2,654.0
51 or more,Male,9,5,77,3.05,2,2,9,664.3
51 or more,Female,7,4,232,2.55,2,3,4,694.3
36 to 50,Male,7,10,228,1.6,3,5,5,724.4
36 to 50,Male,7,10,153,2.25,4,1,4,625.8
36 to 50,Female,8,5,229,3.8,2,2,4,699.8
51 or more,Female,6,10,104,2.06,1,3,5,703.8
51 or more,Female,7,6,186,3.03,4,4,8,631.8
51 or more,Male,7,8,163,3.77,2,1,3,693.4
36 to 50,Female,7,3,149,2.72,2,1,5,648.2
51 or more,Female,8,5,41,2.62,1,5,4,745.7
51 or more,Female,8,3,264,1.85,3,3,7,667.1
21 to 35,Female,7,6,137,3.95,3,3,3,686.2
36 to 50,Male,7,4,62,1.94,1,4,8,679.0
21 to 35,Male,8,6,149,2.7,3,5,7,696.6
21 to 35,Female,7,6,285,1.93,4,3,4,653.9
51 or more,Male,9,1,112,2.37,1,3,4,736.6
51 or more,Male,7,10,210,3.71,4,5,8,683.6
36 to 50,Female,8,6,257,3.11,3,1,4,718.7
21 to 35,Female,6,3,215,1.52,3,1,7,636.1
36 to 50,Female,6,8,240,3.92,4,2,2,626.9
51 or more,Female,6,2,278,3.46,3,2,5,615.5
36 to 50,Female,9,8,72,3.99,1,5,6,680.2
36 to 50,Female,6,5,102,3.41,3,5,8,668.8
36 to 50,Female,8,3,48,3.41,4,5,8,697.7
Less than 20,Female,8,4,194,3.25,4,5,8,645.2
36 to 50,Female,7,7,296,2.56,3,4,2,674.5
36 to 50,Male,6,7,157,2.29,2,3,5,611.4
21 to 35,Female,7,1,171,2.81,5,4,2,591.7
51 or more,Male,8,10,63,1.95,4,4,5,731.4
36 to 50,Male,6,5,127,3.31,3,2,8,656.9
21 to 35,Female,9,4,239,3.99,1,2,3,643.7
21 to 35,Female,8,1,227,3.0,1,2,7,624.2
36 to 50,Female,5,1,285,3.64,5,3,6,671.2
51 or more,Female,7,5,71,1.93,0,5,3,771.0
21 to 35,Male,8,9,133,3.56,1,2,3,692.1
21 to 35,Female,6,2,218,3.77,4,3,5,632.5
36 to 50,Female,6,8,91,3.6,3,3,4,642.2
51 or more,Male,6,5,172,3.07,4,5,7,646.7
21 to 35,Female,7,7,251,3.82,5,3,8,640.5
21 to 35,Female,7,4,49,3.9,4,1,4,631.4
21 to 35,Male,7,5,294,3.54,2,1,4,629.9
51 or more,Female,6,5,277,2.87,3,3,4,656.9
36 to 50,Female,7,7,145,3.59,1,1,7,717.0
21 to 35,Female,6,1,284,2.43,4,3,6,571.1
51 or more,Female,8,5,42,2.37,0,4,3,694.7
21 to 35,Female,6,4,75,2.37,2,2,2,617.6
21 to 35,Male,7,9,271,2.0,2,1,6,639.2
51 or more,Female,9,3,100,3.06,5,3,8,594.2
21 to 35,Female,8,4,88,3.15,3,3,7,653.7
36 to 50,Male,8,4,233,3.65,0,3,5,728.5
36 to 50,Female,7,2,80,3.24,0,1,6,670.1
36 to 50,Female,6,10,45,3.45,2,2,6,644.3
36 to 50,Male,7,5,80,3.22,3,2,7,589.1
21 to 35,Female,8,8,253,3.24,3,4,5,705.5
51 or more,Female,8,10,157,2.35,1,4,9,746.7
21 to 35,Male,7,9,199,3.91,2,2,2,627.3
51 or more,Female,8,3,296,3.1,2,2,3,658.6
36 to 50,Female,6,5,97,2.97,1,5,9,682.4
36 to 50,Female,8,10,150,3.62,3,2,8,699.1
51 or more,Male,6,5,209,2.55,3,2,9,658.6
21 to 35,Female,6,6,255,1.74,4,2,6,669.0
21 to 35,Female,9,2,220,2.1,3,2,8,626.3
36 to 50,Male,6,9,280,3.52,3,1,9,623.7
21 to 35,Male,7,3,35,3.33,2,4,5,672.0
36 to 50,Female,6,5,291,1.79,5,2,5,636.5
51 or more,Male,7,10,120,1.67,1,4,2,726.1
36 to 50,Female,6,10,223,3.05,4,5,8,654.5
36 to 50,Female,8,7,93,3.85,3,5,6,707.0
51 or more,Female,8,4,255,1.94,2,2,5,669.0
21 to 35,Female,8,4,92,2.87,2,3,7,633.3
36 to 50,Male,7,7,100,3.53,4,2,8,706.8
51 or more,Female,7,8,49,2.82,4,5,7,671.3
36 to 50,Female,5,2,274,2.38,2,3,2,659.5
36 to 50,Male,7,5,93,3.48,4,3,8,633.3
21 to 35,Female,6,4,254,3.43,4,4,8,631.2
36 to 50,Female,6,5,295,3.58,5,3,9,670.5
21 to 35,Female,7,3,191,3.86,4,1,2,629.5
21 to 35,Female,6,6,74,1.88,4,2,5,614.6
36 to 50,Female,10,7,298,2.35,0,1,5,668.3
36 to 50,Female,7,8,54,3.96,1,5,6,746.1
51 or more,Female,10,10,254,2.99,1,5,9,750.5
21 to 35,Female,7,5,103,3.18,4,2,6,640.1
21 to 35,Female,9,3,145,3.71,2,2,3,657.1
Less than 20,Female,7,5,181,3.23,3,3,5,655.4
Less than 20,Male,9,4,98,3.21,2,4,8,713.4
36 to 50,Female,8,2,231,1.76,2,4,4,683.9
36 to 50,Female,7,3,120,2.77,2,4,7,711.1
21 to 35,Male,8,3,79,3.18,2,2,4,662.0
51 or more,Male,6,5,121,3.52,2,2,7,662.0
36 to 50,Female,7,2,264,2.53,2,3,3,666.7
36 to 50,Female,8,9,58,1.81,2,5,5,636.0
51 or more,Female,8,2,201,2.41,1,3,2,680.5
21 to 35,Female,8,10,202,2.57,0,3,7,671.9
Less than 20,Female,10,1,265,3.38,4,2,8,602.5
Less than 20,Female,9,3,71,1.55,5,2,4,606.1
51 or more,Male,8,1,178,2.46,2,3,6,642.9
21 to 35,Male,6,1,242,2.62,3,2,9,625.5
36 to 50,Female,8,4,204,2.88,4,5,4,692.8
21 to 35,Male,7,3,128,3.92,3,2,5,648.2
36 to 50,Male,6,4,149,3.35,1,5,7,699.2
36 to 50,Female,6,3,46,2.06,4,2,4,603.8
21 to 35,Male,6,5,58,3.08,3,3,3,636.5
21 to 35,Female,8,10,77,2.37,5,4,8,620.9
36 to 50,Male,7,2,157,3.53,2,1,8,627.6
21 to 35,Male,7,2,97,1.93,4,0,6,607.2
36 to 50,Female,8,8,68,1.86,4,3,3,691.9
36 to 50,Male,8,8,162,1.75,2,4,2,707.2
21 to 35,Male,8,9,148,2.86,3,5,2,690.4
21 to 35,Female,7,5,81,1.81,2,3,2,657.1
36 to 50,Male,8,5,165,1.6,3,3,2,704.9
21 to 35,Male,7,10,276,2.33,2,3,5,698.9
21 to 35,Male,8,9,198,3.5,5,4,5,625.8
36 to 50,Female,8,6,99,1.89,4,5,5,723.8
36 to 50,Male,7,10,65,2.39,4,5,3,670.0
21 to 35,Female,7,7,34,2.59,4,3,9,666.0
21 to 35,Female,6,7,177,3.69,2,4,3,684.5
21 to 35,Male,9,10,266,2.69,4,1,8,639.8
36 to 50,Female,7,10,97,2.78,4,2,9,729.5
51 or more,Female,8,3,260,2.14,2,5,4,685.8
36 to 50,Female,7,7,179,3.17,5,4,9,589.5
36 to 50,Male,7,10,250,1.56,4,4,6,717.6
21 to 35,Female,6,4,290,3.91,3,3,9,624.4
51 or more,Male,7,6,295,2.75,4,2,3,725.3
Less than 20,Female,8,10,143,1.65,2,3,4,724.6
21 to 35,Female,8,3,194,2.9,1,3,2,682.4
36 to 50,Female,8,5,85,2.78,3,1,9,664.1
21 to 35,Male,8,2,279,2.1,3,1,2,666.9
Less than 20,Male,7,6,272,2.02,2,1,8,608.0
51 or more,Female,8,4,31,2.18,3,5,3,635.0
36 to 50,Female,8,6,172,1.82,5,3,5,679.6
36 to 50,Male,6,10,198,2.83,2,1,8,591.6
21 to 35,Female,4,2,92,3.7,5,5,4,671.2
36 to 50,Female,5,6,183,3.81,3,1,7,684.1
21 to 35,Female,8,1,284,3.88,4,2,8,687.1
51 or more,Male,7,9,95,3.0,4,5,6,664.7
Less than 20,Male,6,5,217,3.05,3,2,9,673.9
36 to 50,Female,8,10,222,2.28,2,5,4,736.5
36 to 50,Female,7,1,40,3.71,5,1,5,523.7
21 to 35,Female,7,6,209,2.72,3,5,9,662.4
21 to 35,Female,8,2,119,2.2,2,1,7,614.2
21 to 35,Female,7,2,252,3.91,2,1,5,603.8
51 or more,Female,8,8,255,3.26,5,2,3,697.0
36 to 50,Female,8,7,132,2.66,1,4,8,725.7
51 or more,Female,7,3,261,1.67,1,3,8,643.1
36 to 50,Female,8,7,296,1.85,4,5,8,710.4
36 to 50,Female,6,8,219,1.99,4,3,5,649.0
51 or more,Male,7,3,77,3.76,0,4,5,685.6
36 to 50,Male,4,10,84,3.93,2,1,6,664.3
21 to 35,Female,9,4,148,2.17,3,1,5,635.2
21 to 35,Female,7,7,31,2.75,2,4,7,696.6
51 or more,Female,7,10,253,3.48,1,5,2,715.9
51 or more,Male,9,7,265,2.46,2,2,5,697.0
21 to 35,Male,6,1,232,2.73,4,2,2,644.2
36 to 50,Male,7,10,173,3.72,2,4,9,709.1
36 to 50,Female,6,10,40,2.02,2,2,9,690.2
21 to 35,Female,8,7,288,3.98,1,4,6,717.2
51 or more,Female,8,7,186,2.64,3,5,7,666.2
36 to 50,Female,8,10,226,2.15,3,5,3,736.5
51 or more,Male,6,9,121,3.73,4,2,9,727.4
51 or more,Female,7,3,182,1.69,4,5,2,634.6
21 to 35,Female,8,2,163,3.11,3,1,3,672.0
36 to 50,Female,8,5,145,1.65,4,5,7,681.1
51 or more,Female,7,10,96,3.87,5,4,7,670.0
51 or more,Female,8,3,179,3.1,4,2,8,694.3
51 or more,Female,6,7,285,2.49,1,2,7,737.2
21 to 35,Female,8,5,70,2.56,4,4,9,715.1
36 to 50,Female,7,8,210,1.91,1,3,9,703.6
51 or more,Male,7,3,217,2.4,5,3,7,648.2
51 or more,Female,8,5,68,3.76,4,2,3,608.0
21 to 35,Female,7,3,246,3.51,3,1,2,621.0
36 to 50,Female,6,10,159,3.15,0,4,4,705.5
21 to 35,Male,8,4,293,3.92,2,1,5,641.8
21 to 35,Female,8,10,143,2.93,3,5,8,733.1
21 to 35,Female,7,2,92,1.94,3,4,6,699.0
21 to 35,Female,8,7,126,3.28,1,2,7,669.6
21 to 35,Female,7,2,47,2.98,4,3,3,668.4
51 or more,Male,6,1,234,2.59,3,2,4,628.9
51 or more,Male,6,5,242,1.87,0,0,9,634.8
21 to 35,Male,6,7,126,3.19,5,4,3,669.2
36 to 50,Male,9,7,265,2.61,3,3,4,625.6
Less than 20,Female,7,8,197,2.95,3,5,6,671.3
51 or more,Female,8,5,89,2.29,2,5,8,764.4
21 to 35,Male,7,1,114,1.89,2,0,4,557.7
21 to 35,Male,6,2,290,2.4,3,2,9,624.0
Less than 20,Female,7,5,195,3.63,4,3,8,646.9
36 to 50,Female,8,1,257,1.9,4,2,8,603.8
51 or more,Female,8,1,89,2.68,3,5,8,675.2
36 to 50,Female,6,1,193,2.24,3,3,9,623.8
36 to 50,Male,6,5,259,3.91,1,5,6,685.8
21 to 35,Male,6,3,111,1.71,3,3,5,680.3
36 to 50,Male,7,8,186,2.11,4,3,7,703.6
36 to 50,Female,6,1,220,2.62,4,2,7,640.8
21 to 35,Female,7,2,273,2.12,3,2,8,632.7
21 to 35,Female,7,10,271,3.27,5,2,7,622.4
36 to 50,Male,6,8,251,2.43,3,4,9,701.7
51 or more,Male,5,4,197,3.45,3,2,4,615.7
21 to 35,Male,6,5,150,2.88,4,3,9,696.0
51 or more,Male,8,3,31,2.57,1,5,7,679.0
36 to 50,Male,6,8,147,2.41,3,4,3,708.5
51 or more,Female,7,3,165,2.06,4,3,9,634.6
21 to 35,Female,5,5,156,2.13,4,2,5,587.0
51 or more,Female,7,4,270,1.94,1,5,3,699.4
51 or more,Female,7,2,137,3.63,2,4,3,688.8
51 or more,Female,6,6,141,2.87,1,4,5,687.7
21 to 35,Female,6,5,192,2.71,2,2,5,651.8
21 to 35,Female,8,5,48,2.31,1,2,6,684.5
21 to 35,Female,7,6,262,2.79,4,3,9,619.9
21 to 35,Female,8,4,49,3.71,1,1,8,665.6
36 to 50,Female,6,2,270,3.64,3,3,9,658.0
21 to 35,Female,7,8,289,3.0,3,2,4,640.7
21 to 35,Female,10,1,78,2.82,3,2,6,595.7
51 or more,Female,9,10,183,2.06,1,3,2,697.6
36 to 50,Male,7,10,32,3.23,3,5,2,634.3
51 or more,Female,7,3,198,3.63,2,2,9,677.1
21 to 35,Female,7,2,227,2.26,5,0,6,591.9
21 to 35,Female,8,4,208,2.59,2,1,6,696.2
21 to 35,Female,6,10,132,1.77,4,5,4,652.8
21 to 35,Female,10,4,248,3.65,5,2,5,606.5
36 to 50,Male,7,6,45,1.74,3,3,2,682.8
21 to 35,Female,7,10,76,3.26,4,2,8,629.2
36 to 50,Male,6,4,75,1.97,4,2,8,614.2
51 or more,Female,9,1,129,3.33,3,5,5,680.5
51 or more,Female,6,6,212,3.11,5,3,3,658.8
21 to 35,Male,7,3,245,3.23,4,3,3,649.9
21 to 35,Female,7,2,163,3.09,5,3,5,619.1
21 to 35,Female,8,8,38,2.49,2,2,3,671.5
36 to 50,Female,7,5,242,3.05,4,4,2,643.5
21 to 35,Female,9,4,168,2.09,2,5,2,708.3
36 to 50,Female,8,5,251,2.18,3,2,9,706.6
51 or more,Male,5,10,120,1.66,2,2,3,703.6
36 to 50,Male,6,1,141,3.03,5,1,2,611.9
36 to 50,Female,5,3,142,3.6,5,4,3,651.2
21 to 35,Male,6,5,227,2.45,4,3,4,602.5
36 to 50,Female,9,5,292,2.02,3,4,4,615.0
36 to 50,Female,6,3,191,3.56,2,4,5,682.0
21 to 35,Female,7,8,113,3.11,4,5,8,671.3
51 or more,Female,5,3,74,3.73,5,3,8,573.0
21 to 35,Male,8,2,74,1.52,4,4,3,619.3
21 to 35,Female,7,10,239,2.5,3,5,4,724.4
21 to 35,Female,7,7,203,3.75,2,5,9,720.4
51 or more,Female,7,2,276,3.19,4,4,4,627.6
21 to 35,Male,8,10,203,2.67,1,5,2,750.1
36 to 50,Female,6,4,65,2.54,5,5,5,639.7
51 or more,Male,7,9,187,3.74,1,3,5,639.2
36 to 50,Female,8,6,168,3.58,3,3,9,667.7
21 to 35,Female,7,10,62,1.53,3,5,4,685.3
21 to 35,Male,7,3,280,1.8,4,2,4,663.5
21 to 35,Male,8,5,200,2.78,3,4,5,648.8
51 or more,Female,8,8,139,1.79,5,4,7,688.5
21 to 35,Female,6,4,196,2.19,4,3,9,672.0
21 to 35,Male,6,7,154,3.59,2,2,2,687.9
Less than 20,Female,6,3,243,2.47,3,4,6,598.7
21 to 35,Female,6,5,210,2.63,3,3,2,668.8
Less than 20,Female,5,5,112,1.94,2,3,6,670.3
51 or more,Female,7,6,54,3.01,1,4,5,645.4
51 or more,Male,6,3,275,1.8,3,3,5,600.4
36 to 50,Female,8,1,70,3.08,3,1,9,578.3
21 to 35,Male,7,5,88,3.37,1,2,9,618.0
36 to 50,Male,6,3,206,3.68,5,3,5,629.3
51 or more,Female,8,10,59,2.96,1,5,3,763.7
51 or more,Female,8,2,74,2.33,5,5,3,605.7
51 or more,Male,6,7,183,3.63,4,3,3,648.8
21 to 35,Female,7,8,69,2.99,3,3,5,662.8
51 or more,Female,6,5,169,2.4,5,5,4,650.1
21 to 35,Female,8,3,286,2.31,4,4,5,660.3
21 to 35,Female,8,3,99,2.3,4,4,6,662.0
51 or more,Female,6,2,165,1.64,4,4,9,641.0
51 or more,Female,7,8,265,1.75,2,4,2,712.1
Less than 20,Female,9,7,141,1.72,3,3,7,605.2
21 to 35,Male,7,7,62,2.28,5,4,6,711.9
Less than 20,Female,7,7,225,2.68,2,3,9,734.0
51 or more,Female,7,8,207,1.87,0,5,8,737.6
Less than 20,Female,7,10,163,3.57,1,3,2,731.2
21 to 35,Female,7,10,220,1.66,1,3,8,734.6
21 to 35,Male,8,5,35,3.86,2,5,9,699.8
21 to 35,Female,8,5,208,1.69,3,3,9,676.0
21 to 35,Male,7,8,135,3.74,2,4,6,679.8
36 to 50,Male,6,5,275,2.15,4,2,2,672.2
21 to 35,Male,7,10,260,3.97,3,5,7,658.1
21 to 35,Male,7,10,244,2.8,3,5,4,658.1
36 to 50,Male,5,10,134,1.55,5,2,2,591.4
51 or more,Female,6,7,52,2.21,2,5,5,657.3
36 to 50,Female,8,10,190,3.85,1,2,6,668.5
21 to 35,Female,8,9,223,2.25,1,5,9,717.6
51 or more,Female,8,8,295,2.4,2,2,3,669.8
51 or more,Female,7,5,112,1.61,2,5,8,713.2
21 to 35,Male,8,6,197,2.13,3,2,4,691.5
21 to 35,Male,9,10,172,2.15,2,5,7,689.1
21 to 35,Female,6,1,72,3.29,2,5,6,645.9
36 to 50,Female,6,2,41,2.76,4,1,4,654.6
21 to 35,Male,7,5,51,1.9,2,5,3,704.7
21 to 35,Male,7,2,47,3.49,2,0,3,670.1
21 to 35,Female,8,1,91,3.03,3,1,3,663.3
51 or more,Female,6,6,218,2.17,3,4,3,665.6
36 to 50,Male,7,2,108,2.06,3,2,3,659.9
36 to 50,Female,7,5,196,3.81,3,5,5,660.5
36 to 50,Male,6,2,179,3.09,4,2,2,590.0
21 to 35,Male,7,8,252,3.52,1,2,8,686.6
Less than 20,Male,6,2,134,2.06,3,1,3,571.3
Less than 20,Male,8,10,283,2.97,2,1,9,680.4
36 to 50,Female,7,3,36,1.63,2,2,6,711.1
Less than 20,Male,6,9,192,2.99,4,2,6,645.8
36 to 50,Female,8,5,224,2.01,1,4,9,725.3
36 to 50,Male,6,3,159,3.17,3,1,3,615.7
36 to 50,Male,6,10,138,3.83,1,4,4,748.0
51 or more,Female,6,7,248,2.65,4,5,3,677.7
Less than 20,Female,9,6,159,2.26,3,3,9,674.7
Less than 20,Female,9,6,273,1.81,2,2,7,681.5
51 or more,Female,6,6,114,3.18,4,4,8,672.4
21 to 35,Female,7,8,284,2.96,3,4,5,656.0
21 to 35,Male,7,5,266,2.86,2,1,7,612.9
51 or more,Female,7,7,30,3.84,1,3,2,683.0
36 to 50,Female,9,3,294,3.95,2,2,9,629.9
51 or more,Female,8,10,223,3.29,5,2,6,682.1
36 to 50,Female,9,3,151,1.99,2,2,8,628.2
21 to 35,Female,8,10,33,3.87,1,5,8,717.8
21 to 35,Male,8,10,178,2.36,1,3,3,716.1
36 to 50,Male,8,8,90,1.7,1,3,2,680.0
21 to 35,Female,6,1,146,2.1,4,1,2,581.3
21 to 35,Male,7,1,201,3.58,2,2,3,647.8
Less than 20,Female,8,5,267,2.01,2,3,8,696.4
36 to 50,Female,6,10,167,2.49,1,3,2,751.4
21 to 35,Female,6,7,247,2.18,3,2,6,611.4
36 to 50,Male,7,9,111,1.62,1,5,3,698.7
21 to 35,Male,7,7,248,2.9,3,3,4,725.5
36 to 50,Female,9,3,231,3.07,2,2,3,629.9
51 or more,Male,7,6,104,3.48,1,3,6,703.2
51 or more,Female,6,2,76,2.54,1,4,3,683.5
21 to 35,Male,7,7,265,1.85,2,1,3,684.7
36 to 50,Female,7,10,180,3.13,0,5,8,732.9
21 to 35,Female,7,2,152,3.73,2,2,3,653.1
51 or more,Male,6,3,275,1.8,1,2,5,622.5
21 to 35,Female,6,6,283,1.96,4,1,5,660.5
21 to 35,Female,4,1,83,2.32,4,1,9,569.0
36 to 50,Female,8,1,216,3.13,4,3,6,641.2
21 to 35,Female,7,4,96,2.81,5,5,2,673.9
21 to 35,Male,6,10,170,3.28,3,2,8,605.2
21 to 35,Male,6,1,50,1.58,4,1,3,603.4
36 to 50,Female,6,1,51,3.53,5,0,8,542.2
51 or more,Female,8,3,204,3.97,2,3,3,682.4
21 to 35,Female,10,3,220,1.62,5,1,8,587.6
36 to 50,Female,8,7,290,2.74,5,4,7,701.9
